Pipeline,hpso,Baseline,Visibility read rate,Image Spectral Fitting,IFFT,Reprojection Predict,Reprojection,Subtract Image Component,Phase Rotation Predict,Degrid,Visibility Weighting,Phase Rotation,Identify Component,Gridding Kernel Update,Subtract Visibility,Source Find,Correct,DFT,Solve,Flag,Average,Receive,Demix,FFT,Grid,Degridding Kernel Update
ICAL_data,hpso15,15000.0,0.019487869721809,0.0,0.0072,0.0072,0.00144,9e-06,0.0,0.193410827714088,0.1152,0.0,9e-06,0.006769888726579,0.002826940646184,9e-06,0.002826940646184,0.002826940646184,0.002826940646184,0.002826940646184,0.0,0.0,0.0,0.00144,0.193410827714088,0.006769888726579
DPrepA,hpso15,15000.0,0.006496177017143,0.0,0.000338037112692,4.30590246401106e-05,4.30590246401106e-05,2.33130680555556e-06,0.0,0.000653796735693,6.45400836142284e-07,0.0,1.17380852108083e-06,0.000340217620181,9.92471488730248e-07,0.0,1.5879543819684e-05,0.022446408269616,0.0,0.000138449772678,0.0,0.0,0.0,0.000338037112692,0.000653796735693,0.000340217620181
DPrepA_data,hpso15,15000.0,0.006496177017143,0.0,0.0044,0.0044,0.0044,1.1e-05,0.0,0.328338675188281,0.0704,0.0,1.1e-05,0.003643586088191,0.001570575877603,0.0,0.001570575877603,0.001570575877603,0.0,0.001570575877603,0.0,0.0,0.0,0.0044,0.328338675188281,0.003643586088191
DPrepB,hpso15,15000.0,0.006496177017143,0.0,0.000251427467773,4.30590246401106e-05,5.59767320321437e-05,0.000606139769444,0.0,0.000145474806939,6.45400836142284e-07,0.0,0.000305190215481,0.000393658635327,9.92471488730248e-07,0.0,1.5879543819684e-05,0.022446408269616,0.0,0.000138449772678,0.0,0.0,0.0,0.000326855708105,0.000145474806939,0.000393658635327
DPrepB_data,hpso15,15000.0,0.006496177017143,0.0,0.0044,0.0044,0.00572,0.00286,0.0,0.065667735037656,0.0704,0.0,0.00286,0.00384270438045,0.001570575877603,0.0,0.001570575877603,0.001570575877603,0.0,0.001570575877603,0.0,0.0,0.0,0.00572,0.065667735037656,0.00384270438045
DPrepC,hpso15,15000.0,0.022709463332627,0.0,7.50695331081234e-05,3.03262384173387e-05,0.000379077980217,0.005828267013889,0.0,0.001231055378955,4.44602654322782e-06,0.0,0.002928492521347,0.001409483498646,3.4695013424847e-06,0.0,5.55120214797552e-05,0.078468595329653,0.0,0.000483995437277,0.0,0.0,0.0,0.000938369163852,0.001231055378955,0.001409483498646
DPrepC_data,hpso15,15000.0,0.022709463332627,0.0,0.0044,0.0044,0.055,0.0275,0.0,0.22,0.0704,0.0,0.0275,0.00352,0.005490450030751,0.0,0.005490450030751,0.005490450030751,0.0,0.005490450030751,0.0,0.0,0.0,0.055,0.22,0.00352
Ingest,hpso18,150000.0,0.4337958912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010152151800686,0.000292148253257,0.000146130412343,0.59306998478112,0.0,0.0,0.0
Ingest_data,hpso18,150000.0,0.4337958912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCAL,hpso18,150000.0,0.8675917824,0.0,0.092354035271303,0.008341406297765,0.001668281259553,0.0,0.0495973302272,0.028766341965449,7.21619939850365e-05,0.0495973302272,0.0,0.022993553121011,7.22993152e-05,0.0,0.0011567890432,0.608201020913371,0.00144628435712,0.0100857544704,0.0,0.0,0.0,0.018470807054261,0.028766341965449,0.022993553121011
RCAL_data,hpso18,150000.0,0.8675917824,0.0,0.0392,0.0392,0.00784,0.0,0.1568,10.6725082938733,1.8816,0.1568,0.0,0.263755860447373,0.468114285714286,0.0,0.468114285714286,0.468114285714286,0.468114285714286,0.468114285714286,0.0,0.0,0.0,0.00784,10.6725082938733,0.263755860447373
FastImg,hpso18,150000.0,0.213787567792808,0.0,0.02746023214865,0.0,0.0,0.0,0.0,0.001096952658962,7.45211958380672e-06,0.0,0.0,0.000117564335501,1.78156306494007e-05,0.0,7.12625225976028e-05,0.29973962323729,0.0,0.002485280475591,0.0,0.0,0.0,0.02746023214865,0.001096952658962,0.000117564335501
FastImg_data,hpso18,150000.0,0.213787567792808,0.0,8e-05,0.0,0.0,0.0,0.0,0.304681484803306,0.0192,0.0,0.0,0.004146681317084,0.230700697314315,0.0,0.230700697314315,0.230700697314315,0.0,0.230700697314315,0.0,0.0,0.0,8e-05,0.304681484803306,0.004146681317084
