Pipeline,hpso,Baseline,Image Spectral Fitting,IFFT,Reprojection Predict,Reprojection,Subtract Image Component,Phase Rotation Predict,Degrid,Visibility Weighting,Phase Rotation,Identify Component,Gridding Kernel Update,Subtract Visibility,Source Find,Correct,DFT,Solve,Flag,Average,Receive,Demix,FFT,Grid,Degridding Kernel Update
RCAL,hpso22,150000.0,-1.0,0.013807968539662444,0.008560916989811073,0.0017121833979622143,-1.0,0.02530476032,0.021843720178898695,8.015659003350733e-05,0.02530476032,-1.0,0.006338771641951986,7.22993152e-05,-1.0,0.0011567890432,0.6082010209133714,0.00144628435712,0.010085754470399997,-1.0,-1.0,-1.0,0.002761593707932488,0.021843720178898695,0.006338771641951986
RCAL_data,hpso22,150000.0,-1.0,1.3697849422257555,1.3697467183697716,0.2739493436739543,-1.0,10.844897279999998,0.0601174425251305,0.007734780383594078,0.0601174425251305,-1.0,5.258944307333428,0.43379589119999995,-1.0,0.43379589119999995,0.43379589119999995,5.0432e-08,0.43379589119999995,-1.0,-1.0,-1.0,0.2739493436739543,561.473704587603,5.258944307333428
FastImg,hpso22,150000.0,-1.0,0.028215875879241157,-1.0,-1.0,-1.0,0.0,0.0003440731645436828,8.014078399372313e-06,0.0,-1.0,6.061220371201515e-05,1.915909631058536e-05,-1.0,7.663638524234143e-05,0.32234280238039154,-1.0,0.002672693935326657,-1.0,-1.0,-1.0,0.028215875879241157,0.0003440731645436828,6.061220371201515e-05
FastImg_data,hpso22,150000.0,-1.0,2.818493827436695,-1.0,-1.0,-1.0,0.0,0.006010558799529234,0.0005480784024310528,0.0,-1.0,0.002269383159915954,0.11495457786351215,-1.0,0.11495457786351217,0.11495457786351215,-1.0,0.11495457786351217,-1.0,-1.0,-1.0,2.818408885534509,11543.751231035312,0.002269383159915954
ICAL,hpso22,150000.0,-1.0,0.12427171685696198,0.07704825290829966,0.015409650581659932,4.19635225e-05,0.22774284288,0.19659348161008824,0.000721409310301566,0.22774284288,0.00027029787530294787,0.05704894477756787,0.0006506938367999999,1.875e-12,0.010411101388799998,5.473809188220343,0.017352739742464,0.09077179023359998,-1.0,-1.0,-1.0,0.0248543433713924,0.19659348161008824,0.05704894477756787
ICAL_data,hpso22,150000.0,-1.0,12.3280644800318,12.32772046532794,2.4655440930655885,0.003210343871179152,97.60407551999998,0.5410569827261745,0.06961302345234671,0.5410569827261745,2.5e-09,47.330498766000844,3.9041630207999996,1.44e-08,3.9041630207999996,3.9041630207999996,1.5297706666666669e-07,3.9041630207999996,-1.0,-1.0,-1.0,2.4655440930655885,5053.263341288427,47.330498766000844
DPrepA,hpso22,150000.0,-1.0,0.03793554608561287,0.004485315066678184,0.004485315066678184,2.564437486111111e-06,0.0,0.069970163465385,5.5146085712488265e-05,0.0,2.2166593819468437e-06,0.001873513444342294,0.0001627436965420429,-1.0,0.0026038991446726864,2.7380863044214956,-1.0,0.022702745667614984,-1.0,-1.0,-1.0,0.03793554608561287,0.069970163465385,0.001873513444342294
DPrepA_data,hpso22,150000.0,-1.0,0.7176633879035655,0.7176504106685093,0.7176504106685093,0.0003737762555565152,0.0,0.206797821421831,0.003154907304948197,0.0,1.2222222222222223e-11,1.4920729241235378,0.9764621792522574,-1.0,0.9764621792522575,0.9764621792522574,-1.0,0.9764621792522575,-1.0,-1.0,-1.0,0.7176504106685093,2269.8036347519264,1.4920729241235378
DPrepB,hpso22,150000.0,-1.0,0.015030300582462503,0.008970630133356368,0.04485315066678183,0.0025644374861111107,0.0,0.06613961013734229,0.00011043867518134518,0.0,0.0011083296909734216,0.007816851913224038,0.0003254873930840858,-1.0,0.005207798289345373,2.7380863044214956,-1.0,0.04540549133522997,-1.0,-1.0,-1.0,0.07515150291231251,0.06613961013734229,0.007816851913224038
DPrepB_data,hpso22,150000.0,-1.0,1.435326775807131,1.4353008213370186,7.176504106685093,0.1868881277782576,0.0,0.08282900638600887,0.006309814609896394,0.0,6.111111111111111e-09,23.78808163743134,1.9529243585045148,-1.0,1.952924358504515,1.9529243585045148,-1.0,1.952924358504515,-1.0,-1.0,-1.0,7.176504106685093,908.6803503022508,23.78808163743134
Ingest,hpso27and33,30000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0032432577807978064,9.333115915964909e-05,4.668719020296375e-05,0.18946976714594277,-1.0,-1.0,-1.0
Ingest_data,hpso27and33,30000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13999673873947366,0.13829721018181304,0.13999673873947366,0.13999673873947366,-1.0,-1.0,-1.0
RCAL,hpso27and33,30000.0,-1.0,0.004468098033907558,0.000388094903538102,7.76189807076204e-05,-1.0,0.0015407783086950864,0.002175789697106409,1.0221271373239851e-05,0.0015407783086950864,-1.0,0.003555070493271727,6.878474592388779e-06,-1.0,0.00011005559347822047,0.06968610987636824,0.0001378675449677756,0.0009595472056382349,-1.0,-1.0,-1.0,0.0008936196067815114,0.002175789697106409,0.003555070493271727
RCAL_data,hpso27and33,30000.0,-1.0,0.062101695350431856,0.06209518456609632,0.012419036913219264,-1.0,0.6603335608693228,0.007665953529929888,0.0022571120613391407,0.007665953529929888,-1.0,6.657835206226854,0.041270847554332676,-1.0,0.041270847554332676,0.041270847554332676,5.0432e-08,0.041270847554332676,-1.0,-1.0,-1.0,0.012419036913219264,5.617685396490207,6.657835206226854
FastImg,hpso27and33,30000.0,-1.0,0.0011009122003592508,-1.0,-1.0,-1.0,0.0,6.0589880922083976e-05,1.4678845602627709e-06,0.0,-1.0,6.442364718414435e-05,2.136157764519141e-06,-1.0,8.544631058076564e-06,0.043283004884907564,-1.0,0.00029799400815042016,-1.0,-1.0,-1.0,0.0011009122003592508,6.0589880922083976e-05,6.442364718414435e-05
FastImg_data,hpso27and33,30000.0,-1.0,0.12778595498960754,-1.0,-1.0,-1.0,0.0,0.0011009134201970783,0.0003187656009701238,0.0,-1.0,0.0012871433556577996,0.012816946587114849,-1.0,0.012816946587114849,0.012816946587114849,-1.0,0.012816946587114849,-1.0,-1.0,-1.0,0.12776786947756438,92.4000131126609,0.0012871433556577996
ICAL,hpso27and33,30000.0,-1.0,0.004811963473843823,0.0003327288267644907,6.654576535289814e-05,0.0027219582162162164,0.0,0.0022081748287289767,9.506954076838463e-06,0.0,0.0006827377218024627,0.002839723651973461,2.2928777406688416e-05,1.2162162162162162e-10,0.00036686043850701466,0.23229238986523362,0.0006123381586423576,0.0031985644482330337,-1.0,-1.0,-1.0,0.0009623926947687648,0.0022081748287289767,0.002839723651973461
ICAL_data,hpso27and33,30000.0,-1.0,0.0532411336603293,0.05323661228231851,0.010647322456463703,0.0008992670993634882,0.0,0.007130215557628848,0.0016425291063209425,0.0,6.4864864864864865e-09,6.350798986706678,0.13757266444013047,1.44e-08,0.13757266444013047,0.13757266444013047,1.5297706666666669e-07,0.13757266444013047,-1.0,-1.0,-1.0,0.010647322456463703,5.945781879376283,6.350798986706678
DPrepA,hpso27and33,30000.0,-1.0,0.003388287058608236,0.00020333428302274432,0.00020333428302274432,0.000166341890990991,0.0,0.006354920963355313,5.809805269179061e-06,0.0,8.591870607688393e-05,0.0015905647207542714,1.4012030637420697e-05,-1.0,0.00022419249019873115,0.28391292094639664,-1.0,0.0019546782739201874,-1.0,-1.0,-1.0,0.003388287058608236,0.006354920963355313,0.0015905647207542714
DPrepA_data,hpso27and33,30000.0,-1.0,0.03253624834797902,0.03253348528363909,0.03253348528363909,0.0010991042325553745,0.0,0.021786769759421478,0.0010037677871961314,0.0,7.927927927927929e-10,2.7349188602511707,0.08407218382452418,-1.0,0.08407218382452418,0.08407218382452418,-1.0,0.08407218382452418,-1.0,-1.0,-1.0,0.03253348528363909,18.167666853649752,2.7349188602511707
DPrepB,hpso27and33,30000.0,-1.0,0.0031608884981215663,0.00040666856604548864,0.0014233399811592101,0.11643932369369368,0.0,0.00391524821845172,1.1619610538358123e-05,0.0,0.030071547126909376,0.005794257974541355,2.8024061274841393e-05,-1.0,0.0004483849803974623,0.28391292094639664,-1.0,0.003909356547840375,-1.0,-1.0,-1.0,0.01106310974342548,0.00391524821845172,0.005794257974541355
DPrepB_data,hpso27and33,30000.0,-1.0,0.06507249669595803,0.06506697056727818,0.22773439698547362,0.3846864813943811,0.0,0.008714707903768592,0.002007535574392263,0.0,2.7747747747747753e-07,30.911270798030834,0.16814436764904836,-1.0,0.16814436764904836,0.16814436764904836,-1.0,0.16814436764904836,-1.0,-1.0,-1.0,0.22773439698547362,7.267066741459901,30.911270798030834
Ingest,hpso32,20000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0020306273022137797,5.843531804931741e-05,2.923213353754756e-05,0.11863071966873975,-1.0,-1.0,-1.0
Ingest_data,hpso32,20000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08765297707397612,0.08651465506195563,0.08765297707397612,0.08765297707397612,-1.0,-1.0,-1.0
RCAL,hpso32,20000.0,-1.0,0.0041014410226420175,0.0001757385859049764,3.5147717180995276e-05,-1.0,0.001336626518320003,0.0021140250295806928,1.0789369760957636e-05,0.001336626518320003,-1.0,0.005277390748715303,5.967082671071442e-06,-1.0,9.547332273714307e-05,0.06472566855180419,0.00011963970654142884,0.0008324080326144661,-1.0,-1.0,-1.0,0.0008202882045284035,0.0021140250295806928,0.005277390748715303
RCAL_data,hpso32,20000.0,-1.0,0.02812255499347019,0.028118173744796228,0.005623634748959245,-1.0,0.5728399364228587,0.008092027320718228,0.001774895465717525,0.008092027320718228,-1.0,6.730996244971635,0.03580249602642865,-1.0,0.03580249602642865,0.03580249602642865,5.0432e-08,0.03580249602642865,-1.0,-1.0,-1.0,0.005623634748959245,3.2894980237414484,6.730996244971635
FastImg,hpso32,20000.0,-1.0,0.0004778541626431361,-1.0,-1.0,-1.0,0.0,8.660794945357862e-05,2.1070867372374985e-06,0.0,-1.0,0.0001235673201154971,1.853132158466252e-06,-1.0,7.412528633865008e-06,0.04020229800169297,-1.0,0.00025851193610604213,-1.0,-1.0,-1.0,0.0004778541626431361,8.660794945357862e-05,0.0001235673201154971
FastImg_data,hpso32,20000.0,-1.0,0.05786849471297546,-1.0,-1.0,-1.0,0.0,0.0015803150529281238,0.00028968978601493406,0.0,-1.0,0.0028416870212275014,0.011118792950797513,-1.0,0.011118792950797513,0.011118792950797513,-1.0,0.011118792950797513,-1.0,-1.0,-1.0,0.05785632457777001,54.10622187582556,0.0028416870212275014
ICAL,hpso32,20000.0,-1.0,0.00450024158252521,0.00015066751192127607,3.013350238425521e-05,0.00030518925454545447,0.0,0.0020990961639153084,1.0109623738596205e-05,0.0,7.641145569084943e-05,0.004302902966026919,1.98909604112123e-05,6.818181818181818e-12,0.0003182553665793968,0.21575965705901845,0.0005319854222936613,0.0027747889773641157,-1.0,-1.0,-1.0,0.000900048316505042,0.0020990961639153084,0.004302902966026919
ICAL_data,hpso32,20000.0,-1.0,0.024109844441205532,0.024106801907404166,0.004821360381480833,4.565682179432607e-05,0.0,0.007582217803947154,0.0013105334388929261,0.0,7.272727272727273e-10,6.077172355904975,0.1193457624672738,1.44e-08,0.1193457624672738,0.1193457624672738,2.639274666666667e-07,0.1193457624672738,-1.0,-1.0,-1.0,0.004821360381480833,3.4815653998491354,6.077172355904975
DPrepB,hpso32,20000.0,-1.0,0.0016625990908324968,9.207459061855759e-05,0.00032226106716495156,0.003263829527777777,0.0,0.0016025185958038293,6.178103395808792e-06,0.0,0.0016563284810983544,0.0035920098118216175,1.2155586917963072e-05,-1.0,0.00019448939068740916,0.2637062475165781,-1.0,0.001695704375055848,-1.0,-1.0,-1.0,0.005819096817913737,0.0016025185958038293,0.0035920098118216175
DPrepB_data,hpso32,20000.0,-1.0,0.01473379382518116,0.014731934498969214,0.05156177074639225,0.009765486883786407,0.0,0.004633577546856594,0.0008008815459901216,0.0,1.5555555555555554e-08,12.938169699306286,0.07293352150777845,-1.0,0.07293352150777845,0.07293352150777845,-1.0,0.07293352150777845,-1.0,-1.0,-1.0,0.05156177074639225,2.127623299907805,12.938169699306286
Ingest,hpso37a,120000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.010141998580947118,0.0002918560742718595,0.0001459843228502155,0.5924768524093758,-1.0,-1.0,-1.0
Ingest_data,hpso37a,120000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4377841114077892,0.43335762272207495,0.4377841114077892,0.4377841114077892,-1.0,-1.0,-1.0
RCAL,hpso37a,120000.0,-1.0,0.06801222151819349,0.006209518456609632,0.0012419036913219265,-1.0,0.0364020403086543,0.03302223187347967,0.00010666782087265724,0.0364020403086543,-1.0,0.0175568655411223,7.222627045367917e-05,-1.0,0.0011556203272588667,0.6082010209133714,0.0014448234621935836,0.010075564728288243,-1.0,-1.0,-1.0,0.013602444303638696,0.03302223187347967,0.0175568655411223
RCAL_data,hpso37a,120000.0,-1.0,0.9935620177635541,0.9935229530575411,0.19870459061150822,-1.0,15.6008744179947,0.08000086565449294,0.00941631109877541,0.08000086565449294,-1.0,37.10173470154051,0.43335762272207495,-1.0,0.43335762272207495,0.43335762272207495,5.0432e-08,0.43335762272207495,-1.0,-1.0,-1.0,0.19870459061150822,354.6333803955697,37.10173470154051
FastImg,hpso37a,120000.0,-1.0,0.02016995124009029,-1.0,-1.0,-1.0,0.0,0.0010329145866152193,1.1345123109931474e-05,0.0,-1.0,0.0001133446470607038,2.067534886332613e-05,-1.0,8.270139545330452e-05,0.3482048348178142,-1.0,0.0028842111664339953,-1.0,-1.0,-1.0,0.02016995124009029,0.0010329145866152193,0.0001133446470607038
FastImg_data,hpso37a,120000.0,-1.0,2.0443582536892024,-1.0,-1.0,-1.0,0.0,0.008508842332448604,0.0005707128358760922,0.0,-1.0,0.49468845038104353,0.12405209317995679,-1.0,0.12405209317995679,0.12405209317995679,-1.0,0.12405209317995679,-1.0,-1.0,-1.0,2.04428591164103,8749.269735445903,0.49468845038104353
ICAL,hpso37a,120000.0,-1.0,0.2720488814602868,0.02483807382643853,0.004967614765287706,8.834425789473685e-05,0.11587259575528422,0.13208892908121683,0.00042667128349062897,0.11587259575528422,0.00035882397759351724,0.0702274633446802,0.0005172883739075189,3.947368421052631e-12,0.008276613982520302,4.355967920549668,0.013795260731997836,0.07216172816009887,-1.0,-1.0,-1.0,0.05440977629205738,0.13208892908121683,0.0702274633446802
ICAL_data,hpso37a,120000.0,-1.0,3.9742480710542165,3.9740918122301645,0.794818362446033,0.002178778405827941,49.659683895121816,0.32000346261797175,0.03766524439510164,0.32000346261797175,3.3684210526315793e-09,148.40694385852234,3.1037302434451135,1.44e-08,3.1037302434451135,3.1037302434451135,1.5297706666666669e-07,3.1037302434451135,-1.0,-1.0,-1.0,0.794818362446033,1418.5335215822788,148.40694385852234
DPrepA,hpso37a,120000.0,-1.0,0.04713839824023177,0.004684821880844029,0.004684821880844029,5.398815760233919e-06,0.11064268582147607,0.09271596469501729,8.180354178112927e-05,0.02212853716429522,2.634941736001931e-05,0.013229956553156778,0.00017562331082773982,-1.0,0.002809972973243837,2.9577680328965856,-1.0,0.024499451860469704,-1.0,-1.0,-1.0,0.04713839824023177,0.09271596469501729,0.013229956553156778
DPrepA_data,hpso37a,120000.0,-1.0,0.7496112890615394,0.7495715009350447,0.7495715009350447,0.0008218985755866716,47.41829392348975,0.3067632816792348,0.010225908365569827,0.06135265633584695,2.3157894736842103e-10,12.580337312220479,1.0537398649664387,-1.0,1.053739864966439,1.0537398649664387,-1.0,1.053739864966439,-1.0,-1.0,-1.0,0.7495715009350447,990.9761420434205,12.580337312220479
DPrepB,hpso37a,120000.0,-1.0,0.042652735683990035,0.009369643761688059,0.032793753165908206,0.0037791710321637426,0.04425707432859044,0.06035240588693597,0.0001652347792730592,0.04425707432859044,0.009222296076006758,0.05137216640364863,0.00035124662165547963,-1.0,0.005619945946487674,2.9577680328965856,-1.0,0.04899890372093941,-1.0,-1.0,-1.0,0.1492845748939651,0.06035240588693597,0.05137216640364863
DPrepB_data,hpso37a,120000.0,-1.0,1.4992225781230788,1.4991430018700893,5.247000506545312,0.28766450145533506,18.9673175693959,0.12392608445479442,0.020451816731139653,0.12392608445479442,8.105263157894738e-08,122.19785440683277,2.1074797299328774,-1.0,2.107479729932878,2.1074797299328774,-1.0,2.107479729932878,-1.0,-1.0,-1.0,5.247000506545312,398.01594298850483,122.19785440683277
Ingest,hpso37b,120000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.010141998580947118,0.0002918560742718595,0.0001459843228502155,0.5924768524093758,-1.0,-1.0,-1.0
Ingest_data,hpso37b,120000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4377841114077892,0.43335762272207495,0.4377841114077892,0.4377841114077892,-1.0,-1.0,-1.0
RCAL,hpso37b,120000.0,-1.0,0.06801222151819349,0.006209518456609632,0.0012419036913219265,-1.0,0.0364020403086543,0.03302223187347967,0.00010666782087265724,0.0364020403086543,-1.0,0.0175568655411223,7.222627045367917e-05,-1.0,0.0011556203272588667,0.6082010209133714,0.0014448234621935836,0.010075564728288243,-1.0,-1.0,-1.0,0.013602444303638696,0.03302223187347967,0.0175568655411223
RCAL_data,hpso37b,120000.0,-1.0,0.9935620177635541,0.9935229530575411,0.19870459061150822,-1.0,15.6008744179947,0.08000086565449294,0.00941631109877541,0.08000086565449294,-1.0,37.10173470154051,0.43335762272207495,-1.0,0.43335762272207495,0.43335762272207495,5.0432e-08,0.43335762272207495,-1.0,-1.0,-1.0,0.19870459061150822,354.6333803955697,37.10173470154051
FastImg,hpso37b,120000.0,-1.0,0.02016995124009029,-1.0,-1.0,-1.0,0.0,0.0010329145866152193,1.1345123109931474e-05,0.0,-1.0,0.0001133446470607038,2.067534886332613e-05,-1.0,8.270139545330452e-05,0.3482048348178142,-1.0,0.0028842111664339953,-1.0,-1.0,-1.0,0.02016995124009029,0.0010329145866152193,0.0001133446470607038
FastImg_data,hpso37b,120000.0,-1.0,2.0443582536892024,-1.0,-1.0,-1.0,0.0,0.008508842332448604,0.0005707128358760922,0.0,-1.0,0.49468845038104353,0.12405209317995679,-1.0,0.12405209317995679,0.12405209317995679,-1.0,0.12405209317995679,-1.0,-1.0,-1.0,2.04428591164103,8749.269735445903,0.49468845038104353
ICAL,hpso37b,120000.0,-1.0,0.6121100163743046,0.055885666109486684,0.011177133221897338,4.19635225e-05,0.3276183627778887,0.2972000790459171,0.0009600103878539152,0.3276183627778887,0.00038349312605307146,0.15801178405915978,0.0006500364340831124,1.875e-12,0.010400582945329799,5.473809188220342,0.017335209003347,0.09068008255459417,-1.0,-1.0,-1.0,0.12242200327486091,0.2972000790459171,0.15801178405915978
ICAL_data,hpso37b,120000.0,-1.0,8.942058159871987,8.94170657751787,1.7883413155035737,0.002328569421228612,140.40786976195227,0.7200077908904364,0.08474679988897868,0.7200077908904364,3.6e-09,333.9155874374518,3.9002186044986744,1.44e-08,3.9002186044986744,3.9002186044986744,1.5297706666666669e-07,3.9002186044986744,-1.0,-1.0,-1.0,1.7883413155035737,3191.7004235601275,333.9155874374518
DPrepA,hpso37b,120000.0,-1.0,0.04713839824023177,0.004684821880844029,0.004684821880844029,2.564437486111111e-06,0.11064268582147607,0.09271596469501729,8.180354178112927e-05,0.02212853716429522,1.2515973246009172e-05,0.013229956553156778,0.00017562331082773982,-1.0,0.002809972973243837,2.9577680328965856,-1.0,0.024499451860469704,-1.0,-1.0,-1.0,0.04713839824023177,0.09271596469501729,0.013229956553156778
DPrepA_data,hpso37b,120000.0,-1.0,0.7496112890615394,0.7495715009350447,0.7495715009350447,0.000390401823403669,47.41829392348975,0.3067632816792348,0.010225908365569827,0.06135265633584695,1.1000000000000001e-10,12.580337312220479,1.0537398649664387,-1.0,1.053739864966439,1.0537398649664387,-1.0,1.053739864966439,-1.0,-1.0,-1.0,0.7495715009350447,990.9761420434205,12.580337312220479
DPrepB,hpso37b,120000.0,-1.0,0.042652735682579115,0.009369643761688059,0.032793753165908206,0.0017951062402777778,0.04425707432859044,0.060352405888488836,0.0001652347792730592,0.04425707432859044,0.00438059063610321,0.05137216640527035,0.00035124662165547963,-1.0,0.005619945946487674,2.9577680328965856,-1.0,0.04899890372093941,-1.0,-1.0,-1.0,0.1492845748890269,0.060352405888488836,0.05137216640527035
DPrepB_data,hpso37b,120000.0,-1.0,1.4992225781230788,1.4991430018700893,5.247000506545312,0.13664063819128416,18.9673175693959,0.12392608445479442,0.020451816731139653,0.12392608445479442,3.850000000000001e-08,122.19785441455018,2.1074797299328774,-1.0,2.107479729932878,2.1074797299328774,-1.0,2.107479729932878,-1.0,-1.0,-1.0,5.247000506545312,398.01594298850483,122.19785441455018
Ingest,hpso37c,120000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.010141998580947118,0.0002918560742718595,0.0001459843228502155,0.5924768524093758,-1.0,-1.0,-1.0
Ingest_data,hpso37c,120000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4377841114077892,0.43335762272207495,0.4377841114077892,0.4377841114077892,-1.0,-1.0,-1.0
RCAL,hpso37c,120000.0,-1.0,0.06801222151819349,0.006209518456609632,0.0012419036913219265,-1.0,0.0364020403086543,0.03302223187347967,0.00010666782087265724,0.0364020403086543,-1.0,0.0175568655411223,7.222627045367917e-05,-1.0,0.0011556203272588667,0.6082010209133714,0.0014448234621935836,0.010075564728288243,-1.0,-1.0,-1.0,0.013602444303638696,0.03302223187347967,0.0175568655411223
RCAL_data,hpso37c,120000.0,-1.0,0.9935620177635541,0.9935229530575411,0.19870459061150822,-1.0,15.6008744179947,0.08000086565449294,0.00941631109877541,0.08000086565449294,-1.0,37.10173470154051,0.43335762272207495,-1.0,0.43335762272207495,0.43335762272207495,5.0432e-08,0.43335762272207495,-1.0,-1.0,-1.0,0.19870459061150822,354.6333803955697,37.10173470154051
FastImg,hpso37c,120000.0,-1.0,0.02016995124009029,-1.0,-1.0,-1.0,0.0,0.0010329145866152193,1.1345123109931474e-05,0.0,-1.0,0.0001133446470607038,2.067534886332613e-05,-1.0,8.270139545330452e-05,0.3482048348178142,-1.0,0.0028842111664339953,-1.0,-1.0,-1.0,0.02016995124009029,0.0010329145866152193,0.0001133446470607038
FastImg_data,hpso37c,120000.0,-1.0,2.0443582536892024,-1.0,-1.0,-1.0,0.0,0.008508842332448604,0.0005707128358760922,0.0,-1.0,0.49468845038104353,0.12405209317995679,-1.0,0.12405209317995679,0.12405209317995679,-1.0,0.12405209317995679,-1.0,-1.0,-1.0,2.04428591164103,8749.269735445903,0.49468845038104353
ICAL,hpso37c,120000.0,-1.0,0.6121100163743046,0.055885666109486684,0.011177133221897338,4.19635225e-05,0.3276183627778887,0.2972000790459171,0.0009600103878539152,0.3276183627778887,0.00038349312605307146,0.15801178405915978,0.0006500364340831124,1.875e-12,0.010400582945329799,5.473809188220342,0.017335209003347,0.09068008255459417,-1.0,-1.0,-1.0,0.12242200327486091,0.2972000790459171,0.15801178405915978
ICAL_data,hpso37c,120000.0,-1.0,8.942058159871987,8.94170657751787,1.7883413155035737,0.002328569421228612,140.40786976195227,0.7200077908904364,0.08474679988897868,0.7200077908904364,3.6e-09,333.9155874374518,3.9002186044986744,1.44e-08,3.9002186044986744,3.9002186044986744,1.5297706666666669e-07,3.9002186044986744,-1.0,-1.0,-1.0,1.7883413155035737,3191.7004235601275,333.9155874374518
DPrepA,hpso37c,120000.0,-1.0,0.04713839824023177,0.004684821880844029,0.004684821880844029,2.564437486111111e-06,0.11064268582147607,0.09271596469501729,8.180354178112927e-05,0.02212853716429522,1.2515973246009172e-05,0.013229956553156778,0.00017562331082773982,-1.0,0.002809972973243837,2.9577680328965856,-1.0,0.024499451860469704,-1.0,-1.0,-1.0,0.04713839824023177,0.09271596469501729,0.013229956553156778
DPrepA_data,hpso37c,120000.0,-1.0,0.7496112890615394,0.7495715009350447,0.7495715009350447,0.000390401823403669,47.41829392348975,0.3067632816792348,0.010225908365569827,0.06135265633584695,1.1000000000000001e-10,12.580337312220479,1.0537398649664387,-1.0,1.053739864966439,1.0537398649664387,-1.0,1.053739864966439,-1.0,-1.0,-1.0,0.7495715009350447,990.9761420434205,12.580337312220479
DPrepB,hpso37c,120000.0,-1.0,0.042652735682579115,0.009369643761688059,0.032793753165908206,0.0017951062402777778,0.04425707432859044,0.060352405888488836,0.0001652347792730592,0.04425707432859044,0.00438059063610321,0.05137216640527035,0.00035124662165547963,-1.0,0.005619945946487674,2.9577680328965856,-1.0,0.04899890372093941,-1.0,-1.0,-1.0,0.1492845748890269,0.060352405888488836,0.05137216640527035
DPrepB_data,hpso37c,120000.0,-1.0,1.4992225781230788,1.4991430018700893,5.247000506545312,0.13664063819128416,18.9673175693959,0.12392608445479442,0.020451816731139653,0.12392608445479442,3.850000000000001e-08,122.19785441455018,2.1074797299328774,-1.0,2.107479729932878,2.1074797299328774,-1.0,2.107479729932878,-1.0,-1.0,-1.0,5.247000506545312,398.01594298850483,122.19785441455018
Ingest,hpso38a,150000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.010152151800685712,0.00029214825325714285,0.0001461304123428571,0.5930699847811198,-1.0,-1.0,-1.0
Ingest_data,hpso38a,150000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4382223798857142,0.43379589119999995,0.4382223798857142,0.4382223798857142,-1.0,-1.0,-1.0
RCAL,hpso38a,150000.0,-1.0,0.014495586802212917,0.0089685797036116,0.0017937159407223201,-1.0,0.02530476032,0.026957439842347008,9.041837595001174e-05,0.02530476032,-1.0,0.007830678774397604,7.22993152e-05,-1.0,0.0011567890432,0.6082010209133714,0.00144628435712,0.010085754470399997,-1.0,-1.0,-1.0,0.0028991173604425826,0.026957439842347008,0.007830678774397604
RCAL_data,hpso38a,150000.0,-1.0,1.4350118759417545,1.434972752577856,0.2869945505155712,-1.0,10.844897279999998,0.0678137819625088,0.007753151491533548,0.0678137819625088,-1.0,8.384219526558361,0.43379589119999995,-1.0,0.43379589119999995,0.43379589119999995,5.0432e-08,0.43379589119999995,-1.0,-1.0,-1.0,0.2869945505155712,663.3670263394237,8.384219526558361
FastImg,hpso38a,150000.0,-1.0,0.029621414841439205,-1.0,-1.0,-1.0,0.0,0.000393127493988164,9.038054812643152e-06,0.0,-1.0,6.796567132835783e-05,2.1607100475327966e-05,-1.0,8.642840190131187e-05,0.3635293233890066,-1.0,0.003014190516308251,-1.0,-1.0,-1.0,0.029621414841439205,0.000393127493988164,6.796567132835783e-05
