Pipeline,hpso,Baseline,Image Spectral Fitting,IFFT,Reprojection Predict,Reprojection,Subtract Image Component,Phase Rotation Predict,Degrid,Visibility Weighting,Phase Rotation,Identify Component,Gridding Kernel Update,Subtract Visibility,Source Find,Correct,DFT,Solve,Flag,Average,Receive,Demix,FFT,Grid,Degridding Kernel Update
FastImg,hpso15,32500.0,-1.0,0.0010940983493363007,-1.0,-1.0,-1.0,0.0,2.242386184184998e-05,5.427205240995981e-07,0.0,-1.0,2.2223508679900885e-05,8.038645342031915e-07,-1.0,3.2154581368127664e-06,0.016063700160051604,-1.0,0.00011213910252134522,-1.0,-1.0,-1.0,0.0010940983493363007,2.242386184184998e-05,2.2223508679900885e-05
FastImg_data,hpso15,32500.0,-1.0,0.12703432601566048,-1.0,-1.0,-1.0,0.0,0.00040704039307469856,0.0003283866207133307,0.0,-1.0,0.000420151147652491,0.004823187205219149,-1.0,0.004823187205219149,0.004823187205219149,-1.0,0.004823187205219149,-1.0,-1.0,-1.0,0.12701629377475526,31.096984129739116,0.000420151147652491
ICAL,hpso15,32500.0,-1.0,0.008866180667512278,0.0015432479693632767,0.00030864959387265535,3.814865681818181e-05,0.0019568906280749113,0.004082973219143856,1.702900546897475e-05,0.0019568906280749113,8.598061874709876e-05,0.006355435783554311,1.553087800059453e-05,3.409090909090909e-12,0.00024849404800951247,0.1551774937248512,0.0004147329827145209,0.0021665574810829373,-1.0,-1.0,-1.0,0.0017732361335024561,0.004082973219143856,0.006355435783554311
ICAL_data,hpso15,32500.0,-1.0,0.24694888732839065,0.24691967509812424,0.04938393501962485,5.8456362475881664e-05,0.8386674120321047,0.012771754101731063,0.011096615803016935,0.012771754101731063,8.181818181818181e-10,13.037198173101402,0.09318526800356719,1.44e-08,0.09318526800356719,0.09318526800356719,9.750186666666666e-08,0.09318526800356719,-1.0,-1.0,-1.0,0.04938393501962485,6.722361208858221,13.037198173101402
DPrepA,hpso15,32500.0,-1.0,0.0021554132753618376,0.00020213819900496348,0.00020213819900496348,2.331306805555555e-06,0.0,0.002930414813785018,2.3026152909840375e-06,0.0,1.2039371525893235e-06,0.0006870158588542383,5.272911540211095e-06,-1.0,8.436658464337752e-05,0.10536908440224432,-1.0,0.0007355711598594478,-1.0,-1.0,-1.0,0.0021554132753618376,0.002930414813785018,0.0006870158588542383
DPrepA_data,hpso15,32500.0,-1.0,0.03234486676648801,0.032342111840794156,0.032342111840794156,1.5313499924618443e-05,0.0,0.00863480734119014,0.0010789012310828921,0.0,1.111111111111111e-11,2.1385501552323256,0.03163746924126657,-1.0,0.03163746924126657,0.03163746924126657,-1.0,0.03163746924126657,-1.0,-1.0,-1.0,0.032342111840794156,6.114281495122099,2.1385501552323256
DPrepB,hpso15,32500.0,-1.0,0.0013117537023103094,0.00020213819900496348,0.00026277965870645254,0.0006061397694444443,0.0,0.0008000446969264067,2.3026152909840375e-06,0.0,0.00031302365967322414,0.0010051429080572773,5.272911540211095e-06,-1.0,8.436658464337752e-05,0.10536908440224432,-1.0,0.0007355711598594478,-1.0,-1.0,-1.0,0.001705279813003402,0.0008000446969264067,0.0010051429080572773
DPrepB_data,hpso15,32500.0,-1.0,0.03234486676648801,0.032342111840794156,0.04204474539303241,0.003981509980400795,0.0,0.001726961468238028,0.0010789012310828921,0.0,2.888888888888888e-09,4.241028009125224,0.03163746924126657,-1.0,0.03163746924126657,0.03163746924126657,-1.0,0.03163746924126657,-1.0,-1.0,-1.0,0.04204474539303241,1.2228562990244194,4.241028009125224
DPrepC,hpso15,32500.0,-1.0,0.0004795935287209186,0.00014236484145917317,0.0017795605182396642,0.005828267013888888,0.0,0.00313299283504304,7.504969164219047e-06,0.0,0.00298154110233231,0.002023408466111902,8.507956476143683e-06,-1.0,0.00013612730361829893,0.1700152898809138,-1.0,0.0011868599284220438,-1.0,-1.0,-1.0,0.005994919109011484,0.00313299283504304,0.002023408466111902
DPrepC_data,hpso15,32500.0,-1.0,0.022780686629412187,0.022778374633467702,0.28472968291834627,0.026963038155146418,0.0,0.0056287268731642845,0.0018011925994125713,0.0,2.7777777777777774e-08,4.537912032925414,0.0510477388568621,-1.0,0.0510477388568621,0.0510477388568621,-1.0,0.0510477388568621,-1.0,-1.0,-1.0,0.28472968291834627,1.7085514972059141,4.537912032925414
Ingest,hpso18,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0034299095386638467,9.870243276730496e-05,4.937375979979226e-05,0.20037355620152356,-1.0,-1.0,-1.0
Ingest_data,hpso18,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14805364915095742,0.1462807627667931,0.14805364915095742,0.14805364915095742,-1.0,-1.0,-1.0
RCAL,hpso18,32500.0,-1.0,0.004288972687195515,0.000391582684533951,7.831653690679023e-05,-1.0,0.0018997467396744793,0.001749889949302976,7.99195071679565e-06,0.0018997467396744793,-1.0,0.003315097504312973,5.42784782764137e-06,-1.0,8.684556524226192e-05,0.054232595361384126,0.00010885500967282737,0.0007571847719559711,-1.0,-1.0,-1.0,0.0008577945374391027,0.001749889949302976,0.003315097504312973
RCAL_data,hpso18,32500.0,-1.0,0.06266140449402503,0.06265322952543217,0.012530645905086435,-1.0,0.8141771741462055,0.005993963037596738,0.0029000864472400073,0.005993963037596738,-1.0,9.06425775591678,0.032567086965848216,-1.0,0.032567086965848216,0.032567086965848216,5.0432e-08,0.032567086965848216,-1.0,-1.0,-1.0,0.012530645905086435,3.207272753522206,9.06425775591678
FastImg,hpso18,32500.0,-1.0,0.0011113259972660595,-1.0,-1.0,-1.0,0.0,4.834879516396861e-05,1.1358295206100676e-06,0.0,-1.0,4.7001260855615665e-05,1.685654582982822e-06,-1.0,6.742618331931288e-06,0.03368459316505742,-1.0,0.00023514881432610375,-1.0,-1.0,-1.0,0.0011113259972660595,4.834879516396861e-05,4.7001260855615665e-05
FastImg_data,hpso18,32500.0,-1.0,0.12893427673150698,-1.0,-1.0,-1.0,0.0,0.0008518721404575508,0.00032858236977162836,0.0,-1.0,0.0036155534814593785,0.010113927497896934,-1.0,0.010113927497896934,0.010113927497896934,-1.0,0.010113927497896934,-1.0,-1.0,-1.0,0.12891611013463408,65.9385366355503,0.0036155534814593785
SinglePulse,hpso18,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
SinglePulse_data,hpso18,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ingest,hpso22,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0034522554078853683,9.934547936360769e-05,4.9695429968356164e-05,0.20167894079201815,-1.0,-1.0,-1.0
Ingest_data,hpso22,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14901821904541157,0.147233782302021,0.14901821904541157,0.14901821904541157,-1.0,-1.0,-1.0
RCAL,hpso22,32500.0,-1.0,0.0031214561252785227,0.00027908853612617116,5.581770722523423e-05,-1.0,0.0,0.0018015995797318865,6.510044963346309e-06,0.0,-1.0,0.000762115534691814,5.875187297746277e-06,-1.0,9.400299676394043e-05,0.058702208593322806,0.00011780179907492554,0.0008195886280356056,-1.0,-1.0,-1.0,0.0006242912250557044,0.0018015995797318865,0.000762115534691814
RCAL_data,hpso22,32500.0,-1.0,0.0446555460860979,0.04465416578018738,0.008930833156037477,-1.0,0.0,0.004882533722509731,0.0005288551969529697,0.0,-1.0,1.2449953304082688,0.03525112378647766,-1.0,0.03525112378647766,0.03525112378647766,5.0432e-08,0.03525112378647766,-1.0,-1.0,-1.0,0.008930833156037477,10.240873183225322,1.2449953304082688
FastImg,hpso22,32500.0,-1.0,0.001142120809585132,-1.0,-1.0,-1.0,0.0,4.968146014549986e-05,1.2252527142712082e-06,0.0,-1.0,4.911903344471585e-05,1.8245786920353658e-06,-1.0,7.298314768141463e-06,0.03646072662768668,-1.0,0.0002545287275389335,-1.0,-1.0,-1.0,0.001142120809585132,4.968146014549986e-05,4.911903344471585e-05
FastImg_data,hpso22,32500.0,-1.0,0.13232704342751023,-1.0,-1.0,-1.0,0.0,0.0009189395357034062,0.00032892660527473615,0.0,-1.0,1.2903502614037195e-05,0.010947472152212192,-1.0,0.010947472152212192,0.010947472152212192,-1.0,0.010947472152212192,-1.0,-1.0,-1.0,0.1323086393487033,72.77684189760426,1.2903502614037195e-05
ICAL,hpso22,32500.0,-1.0,0.028093105128983695,0.0025117968251355404,0.0005023593650271081,4.19635225e-05,0.0,0.01621439621705417,5.859040467011678e-05,0.0,1.0752526127618284e-05,0.006859039811873047,5.287668567971649e-05,1.875e-12,0.0008460269708754638,0.5283198773399052,0.0014109490459231063,0.00737629765232045,-1.0,-1.0,-1.0,0.005618621025796739,0.01621439621705417,0.006859039811873047
ICAL_data,hpso22,32500.0,-1.0,0.401899914774881,0.40188749202168644,0.08037749840433729,0.00010465820104731419,0.0,0.043942803502587585,0.004759696772576728,0.0,1e-10,11.204957972158878,0.317260114078299,1.44e-08,0.317260114078299,0.317260114078299,1.5297706666666669e-07,0.317260114078299,-1.0,-1.0,-1.0,0.08037749840433729,92.16785864902789,11.204957972158878
DPrepA,hpso22,32500.0,-1.0,0.0008664416147634277,0.00021056062396350358,0.00021056062396350358,2.564437486111111e-06,0.0,0.00476250601817471,5.226379248570366e-06,0.0,1.3260855397146189e-06,0.0009085368570637602,1.1968236994868286e-05,-1.0,0.00019149179191789258,0.23916239907333126,-1.0,0.0016695690607841257,-1.0,-1.0,-1.0,0.0008664416147634277,0.00476250601817471,0.0009085368570637602
DPrepA_data,hpso22,32500.0,-1.0,0.03369251156842274,0.03368969983416057,0.03368969983416057,1.75467186636253e-05,0.0,0.019598922182138875,0.00108996833270884,0.0,1.2222222222222223e-11,0.16067089231581075,0.07180942196920971,-1.0,0.07180942196920971,0.07180942196920971,-1.0,0.07180942196920971,-1.0,-1.0,-1.0,0.03368969983416057,14.309379064591875,0.16067089231581075
DPrepB,hpso22,32500.0,-1.0,0.0006126707783365144,0.00042112124792700715,0.002105606239635036,0.0025644374861111107,0.0,0.002464241441785192,1.0602144564042982e-05,0.0,0.0006630427698573095,0.0022875333970838845,2.3936473989736572e-05,-1.0,0.00038298358383578515,0.23916239907333126,-1.0,0.0033391381215682513,-1.0,-1.0,-1.0,0.003063353891682572,0.002464241441785192,0.0022875333970838845
DPrepB_data,hpso22,32500.0,-1.0,0.06738502313684548,0.06737939966832114,0.3368969983416057,0.008773359331812648,0.0,0.007951608423032237,0.00217993666541768,0.0,6.111111111111111e-09,1.2455995866480165,0.14361884393841942,-1.0,0.14361884393841942,0.14361884393841942,-1.0,0.14361884393841942,-1.0,-1.0,-1.0,0.3368969983416057,5.759379924865347,1.2455995866480165
Ingest,hpso27and33,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0035619870333979437,0.00010250322398267464,5.127502349973812e-05,0.20808916236872402,-1.0,-1.0,-1.0
Ingest_data,hpso27and33,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15375483597401196,0.1519136800365463,0.15375483597401196,0.15375483597401196,-1.0,-1.0,-1.0
RCAL,hpso27and33,32500.0,-1.0,0.005389135162219471,0.00045547249095791116,9.109449819158223e-05,-1.0,0.0018335184055325142,0.0027053850323150866,1.2424540412722752e-05,0.0018335184055325142,-1.0,0.003883052240128157,8.185350024698726e-06,-1.0,0.00013096560039517962,0.0817843074966382,0.0001640050536139745,0.0011418563284454721,-1.0,-1.0,-1.0,0.001077827032443894,0.0027053850323150866,0.003883052240128157
RCAL_data,hpso27and33,32500.0,-1.0,0.07288265190296261,0.07287559855326578,0.014575119710653154,-1.0,0.7857936023710775,0.009318405309542064,0.0024780276984320807,0.009318405309542064,-1.0,7.832443908270727,0.049112100148192346,-1.0,0.049112100148192346,0.049112100148192346,5.0432e-08,0.049112100148192346,-1.0,-1.0,-1.0,0.014575119710653154,6.771096309740892,7.832443908270727
FastImg,hpso27and33,32500.0,-1.0,0.0013028651572640094,-1.0,-1.0,-1.0,0.0,6.991550935240296e-05,1.6794478670539806e-06,0.0,-1.0,6.564824294996514e-05,2.5420140730431827e-06,-1.0,1.016805629217273e-05,0.05079730493704754,-1.0,0.000354610963189524,-1.0,-1.0,-1.0,0.0013028651572640094,6.991550935240296e-05,6.564824294996514e-05
FastImg_data,hpso27and33,32500.0,-1.0,0.14996938389991055,-1.0,-1.0,-1.0,0.0,0.0012595859002904853,0.00033061700813804336,0.0,-1.0,0.0019417108097635914,0.015252084438259097,-1.0,0.015252084438259097,0.015252084438259097,-1.0,0.015252084438259097,-1.0,-1.0,-1.0,0.14994979126186378,111.37116452404379,0.0019417108097635914
ICAL,hpso27and33,32500.0,-1.0,0.00587113500171864,0.00039049424807777015,7.809884961555403e-05,0.0027219582162162164,0.0,0.002831782227389824,1.1915040154197933e-05,0.0,0.0006831280287032281,0.003082205736573003,2.7285080909774222e-05,1.2162162162162162e-10,0.00043656129455638755,0.2726201616867034,0.0007285062520579793,0.003806268786913504,-1.0,-1.0,-1.0,0.001174227000343728,0.002831782227389824,0.003082205736573003
ICAL_data,hpso27and33,32500.0,-1.0,0.062483977851954906,0.062479079692443214,0.012495815938488643,0.001055389859669649,0.0,0.00893628011564845,0.0018402766509473228,0.0,6.4864864864864865e-09,7.278039115480285,0.16371048545864533,1.44e-08,0.16371048545864533,0.16371048545864533,1.5297706666666669e-07,0.16371048545864533,-1.0,-1.0,-1.0,0.012495815938488643,7.166570979666464,7.278039115480285
DPrepA,hpso27and33,32500.0,-1.0,0.004232846590215779,0.00023863537382530395,0.00023863537382530395,0.000166341890990991,0.0,0.008045504174085057,7.281413427565404e-06,0.0,8.639574784448609e-05,0.0016930422600496845,1.667421611152869e-05,-1.0,0.00026678745778445904,0.3332024198393042,-1.0,0.0023260531475582527,-1.0,-1.0,-1.0,0.004232846590215779,0.008045504174085057,0.0016930422600496845
DPrepA_data,hpso27and33,32500.0,-1.0,0.03818465313175022,0.03818165981204863,0.03818165981204863,0.0012899209395962376,0.0,0.027305300353370265,0.0011246135089122528,0.0,7.927927927927929e-10,2.9523624947200644,0.10004529666917215,-1.0,0.10004529666917215,0.10004529666917215,-1.0,0.10004529666917215,-1.0,-1.0,-1.0,0.03818165981204863,21.897855771203076,2.9523624947200644
DPrepB,hpso27and33,32500.0,-1.0,0.003915293391608919,0.0004772707476506079,0.0016704476167771277,0.11643932369369368,0.0,0.005039189399901451,1.4562826855130808e-05,0.0,0.03023851174557013,0.0062895378682930915,3.334843222305738e-05,-1.0,0.0005335749155689181,0.3332024198393042,-1.0,0.0046521062951165055,-1.0,-1.0,-1.0,0.013703526870631217,0.005039189399901451,0.0062895378682930915
DPrepB_data,hpso27and33,32500.0,-1.0,0.07636930626350044,0.07636331962409726,0.2672716186843404,0.45147232885868316,0.0,0.010922120141348106,0.0022492270178245057,0.0,2.7747747747747753e-07,32.443812696907216,0.2000905933383443,-1.0,0.2000905933383443,0.2000905933383443,-1.0,0.2000905933383443,-1.0,-1.0,-1.0,0.2672716186843404,8.759142308481232,32.443812696907216
Ingest,hpso32,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0035786585300717267,0.00010298297928263964,5.151501072476419e-05,0.20906306562765295,-1.0,-1.0,-1.0
Ingest_data,hpso32,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1544744689239594,0.15262469565442613,0.1544744689239594,0.1544744689239594,-1.0,-1.0,-1.0
RCAL,hpso32,32500.0,-1.0,0.012471981488787788,0.0004640597034053287,9.281194068106572e-05,-1.0,0.0038317325274528037,0.005802000096609824,2.5965105511774254e-05,0.0038317325274528037,-1.0,0.00838859413679803,1.7105948783271447e-05,-1.0,0.00027369518053234316,0.17091488709602357,0.000342417028785429,0.002386279855266367,-1.0,-1.0,-1.0,0.002494396297757557,0.005802000096609824,0.00838859413679803
RCAL_data,hpso32,32500.0,-1.0,0.07425667207394773,0.07424955254485258,0.014849910508970514,-1.0,1.642171083194059,0.019473829133830688,0.0024896258401840296,0.019473829133830688,-1.0,19.01381968762336,0.10263569269962869,-1.0,0.10263569269962869,0.10263569269962869,5.0432e-08,0.10263569269962869,-1.0,-1.0,-1.0,0.014849910508970514,14.350008016941507,19.01381968762336
FastImg,hpso32,32500.0,-1.0,0.0013287151926895462,-1.0,-1.0,-1.0,0.0,0.00015679648011297122,3.5013038583049023e-06,0.0,-1.0,0.00014125197741152377,5.312364120834332e-06,-1.0,2.124945648333733e-05,0.10615746901023074,-1.0,0.0007410747948563892,-1.0,-1.0,-1.0,0.0013287151926895462,0.00015679648011297122,0.00014125197741152377
FastImg_data,hpso32,32500.0,-1.0,0.1527966335578828,-1.0,-1.0,-1.0,0.0,0.002625977893728677,0.0003308738305953917,0.0,-1.0,0.031749718413462316,0.03187418472500599,-1.0,0.03187418472500599,0.03187418472500599,-1.0,0.03187418472500599,-1.0,-1.0,-1.0,0.15277685708817396,236.02925824390542,0.031749718413462316
ICAL,hpso32,32500.0,-1.0,0.013593952535986796,0.00039785639866711975,7.957127973342395e-05,0.00030518925454545447,0.0,0.006109391913816757,2.4900341837604923e-05,0.0,7.659871999899023e-05,0.006716415430273937,5.702103745054939e-05,6.818181818181818e-12,0.0009123365992087903,0.5697283618368784,0.0015221208100093173,0.00795443472435164,-1.0,-1.0,-1.0,0.0027187905071973588,0.006109391913816757,0.006716415430273937
ICAL_data,hpso32,32500.0,-1.0,0.06366196790416638,0.06365702378673915,0.012731404757347832,0.00012056254505064233,0.0,0.018675256378203692,0.0018488898676091029,0.0,7.272727272727273e-10,17.701821175689673,0.34212622470329634,1.44e-08,0.3421262247032964,0.34212622470329634,2.639274666666667e-07,0.3421262247032964,-1.0,-1.0,-1.0,0.012731404757347832,15.188142611020202,17.701821175689673
DPrepB,hpso32,32500.0,-1.0,0.00507824988618078,0.00024313446585212873,0.0008509706304824506,0.003263829527777777,0.0,0.005128915447452276,1.5216875567425232e-05,0.0,0.0016963822358951348,0.0065181544490095136,3.4846189553113526e-05,-1.0,0.0005575390328498164,0.6963346644672956,-1.0,0.004861043442659335,-1.0,-1.0,-1.0,0.01777387460163273,0.005128915447452276,0.0065181544490095136
DPrepB_data,hpso32,32500.0,-1.0,0.038904535941435,0.0389015145363406,0.1361553008771921,0.0257869888024985,0.0,0.011412656675568924,0.001129877141316674,0.0,1.5555555555555554e-08,38.5777101665085,0.20907713731868108,-1.0,0.20907713731868113,0.20907713731868108,-1.0,0.20907713731868113,-1.0,-1.0,-1.0,0.1361553008771921,9.281642706734567,38.5777101665085
Ingest,hpso37a,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0035619870333979437,0.00010250322398267464,5.127502349973812e-05,0.20808916236872402,-1.0,-1.0,-1.0
Ingest_data,hpso37a,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15375483597401196,0.1519136800365463,0.15375483597401196,0.15375483597401196,-1.0,-1.0,-1.0
RCAL,hpso37a,32500.0,-1.0,0.005389135162219471,0.00045547249095791116,9.109449819158223e-05,-1.0,0.0018335184055325142,0.0027053850323150866,1.2424540412722752e-05,0.0018335184055325142,-1.0,0.003883052240128157,8.185350024698726e-06,-1.0,0.00013096560039517962,0.0817843074966382,0.0001640050536139745,0.0011418563284454721,-1.0,-1.0,-1.0,0.001077827032443894,0.0027053850323150866,0.003883052240128157
RCAL_data,hpso37a,32500.0,-1.0,0.07288265190296261,0.07287559855326578,0.014575119710653154,-1.0,0.7857936023710775,0.009318405309542064,0.0024780276984320807,0.009318405309542064,-1.0,7.832443908270727,0.049112100148192346,-1.0,0.049112100148192346,0.049112100148192346,5.0432e-08,0.049112100148192346,-1.0,-1.0,-1.0,0.014575119710653154,6.771096309740892,7.832443908270727
FastImg,hpso37a,32500.0,-1.0,0.0013028651572640094,-1.0,-1.0,-1.0,0.0,6.991550935240296e-05,1.6794478670539806e-06,0.0,-1.0,6.564824294996514e-05,2.5420140730431827e-06,-1.0,1.016805629217273e-05,0.05079730493704754,-1.0,0.000354610963189524,-1.0,-1.0,-1.0,0.0013028651572640094,6.991550935240296e-05,6.564824294996514e-05
FastImg_data,hpso37a,32500.0,-1.0,0.14996938389991055,-1.0,-1.0,-1.0,0.0,0.0012595859002904853,0.00033061700813804336,0.0,-1.0,0.0019417108097635914,0.015252084438259097,-1.0,0.015252084438259097,0.015252084438259097,-1.0,0.015252084438259097,-1.0,-1.0,-1.0,0.14994979126186378,111.37116452404379,0.0019417108097635914
ICAL,hpso37a,32500.0,-1.0,0.019244005139908444,0.0018218899638316446,0.00036437799276632887,8.834425789473685e-05,0.0061881633635017304,0.01117700107588302,5.384967667033304e-05,0.0061881633635017304,0.00019917411753592797,0.016179191524870587,4.911240764683913e-05,3.947368421052631e-12,0.0007857985223494262,0.4907089173669364,0.00131056829837971,0.00685118086673406,-1.0,-1.0,-1.0,0.0038488010279816897,0.01117700107588302,0.016179191524870587
ICAL_data,hpso37a,32500.0,-1.0,0.2915341342866988,0.29150239421306307,0.058300478842612614,0.00015981490910803897,2.652070012929313,0.04038725750274978,0.01156677152250208,0.04038725750274978,1.894736842105263e-09,28.604526333281783,0.2946744458810348,1.44e-08,0.2946744458810348,0.2946744458810348,1.5297706666666669e-07,0.2946744458810348,-1.0,-1.0,-1.0,0.058300478842612614,24.075558142594947,28.604526333281783
DPrepA,hpso37a,32500.0,-1.0,0.004232846590218867,0.00023863537382530395,0.00023863537382530395,5.398815760233919e-06,0.0,0.0080455041740827,7.281413427565404e-06,0.0,2.8040725177596358e-06,0.0016930422600489462,1.667421611152869e-05,-1.0,0.00026678745778445904,0.3332024198393042,-1.0,0.0023260531475582527,-1.0,-1.0,-1.0,0.004232846590218867,0.0080455041740827,0.0016930422600489462
DPrepA_data,hpso37a,32500.0,-1.0,0.03818465313175022,0.03818165981204863,0.03818165981204863,4.186585505707087e-05,0.0,0.027305300353370265,0.0011246135089122528,0.0,2.5730994152046782e-11,2.9523624947147336,0.10004529666917215,-1.0,0.10004529666917215,0.10004529666917215,-1.0,0.10004529666917215,-1.0,-1.0,-1.0,0.03818165981204863,21.897855771203076,2.9523624947147336
DPrepB,hpso37a,32500.0,-1.0,0.003915293438338444,0.0004772707476506079,0.0016704476167771277,0.0037791710321637426,0.0,0.00503918935642129,1.4562826855130808e-05,0.0,0.0009814253812158726,0.006289537806631757,3.334843222305738e-05,-1.0,0.0005335749155689181,0.3332024198393042,-1.0,0.0046521062951165055,-1.0,-1.0,-1.0,0.013703527034184555,0.00503918935642129,0.006289537806631757
DPrepB_data,hpso37a,32500.0,-1.0,0.07636930626350044,0.07636331962409726,0.2672716186843404,0.014653049269974804,0.0,0.010922120141348106,0.0022492270178245057,0.0,9.005847953216374e-09,32.443812329902165,0.2000905933383443,-1.0,0.2000905933383443,0.2000905933383443,-1.0,0.2000905933383443,-1.0,-1.0,-1.0,0.2672716186843404,8.759142308481232,32.443812329902165
Ingest,hpso37b,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0035619870333979437,0.00010250322398267464,5.127502349973812e-05,0.20808916236872402,-1.0,-1.0,-1.0
Ingest_data,hpso37b,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15375483597401196,0.1519136800365463,0.15375483597401196,0.15375483597401196,-1.0,-1.0,-1.0
RCAL,hpso37b,32500.0,-1.0,0.005389135162219471,0.00045547249095791116,9.109449819158223e-05,-1.0,0.0018335184055325142,0.0027053850323150866,1.2424540412722752e-05,0.0018335184055325142,-1.0,0.003883052240128157,8.185350024698726e-06,-1.0,0.00013096560039517962,0.0817843074966382,0.0001640050536139745,0.0011418563284454721,-1.0,-1.0,-1.0,0.001077827032443894,0.0027053850323150866,0.003883052240128157
RCAL_data,hpso37b,32500.0,-1.0,0.07288265190296261,0.07287559855326578,0.014575119710653154,-1.0,0.7857936023710775,0.009318405309542064,0.0024780276984320807,0.009318405309542064,-1.0,7.832443908270727,0.049112100148192346,-1.0,0.049112100148192346,0.049112100148192346,5.0432e-08,0.049112100148192346,-1.0,-1.0,-1.0,0.014575119710653154,6.771096309740892,7.832443908270727
FastImg,hpso37b,32500.0,-1.0,0.0013028651572640094,-1.0,-1.0,-1.0,0.0,6.991550935240296e-05,1.6794478670539806e-06,0.0,-1.0,6.564824294996514e-05,2.5420140730431827e-06,-1.0,1.016805629217273e-05,0.05079730493704754,-1.0,0.000354610963189524,-1.0,-1.0,-1.0,0.0013028651572640094,6.991550935240296e-05,6.564824294996514e-05
FastImg_data,hpso37b,32500.0,-1.0,0.14996938389991055,-1.0,-1.0,-1.0,0.0,0.0012595859002904853,0.00033061700813804336,0.0,-1.0,0.0019417108097635914,0.015252084438259097,-1.0,0.015252084438259097,0.015252084438259097,-1.0,0.015252084438259097,-1.0,-1.0,-1.0,0.14994979126186378,111.37116452404379,0.0019417108097635914
ICAL,hpso37b,32500.0,-1.0,0.048502219124377965,0.0040992524186212,0.00081985048372424,4.19635225e-05,0.016501665649792628,0.024348464775183605,0.00011182086371450477,0.016501665649792628,0.000168281095460273,0.03494746907816376,7.366815022228853e-05,1.875e-12,0.0011786904035566165,0.7360587674697439,0.0019653881003916943,0.010276706956009247,-1.0,-1.0,-1.0,0.009700443824875591,0.024348464775183605,0.03494746907816376
ICAL_data,hpso37b,32500.0,-1.0,0.6559438671266634,0.655880386979392,0.13117607739587842,0.00017080218410921662,7.072142421339699,0.08386564778587857,0.02230224928588873,0.08386564778587857,1.6e-09,70.49198568262213,0.44200890133373116,1.44e-08,0.44200890133373116,0.44200890133373116,1.5297706666666669e-07,0.44200890133373116,-1.0,-1.0,-1.0,0.13117607739587842,60.939866787668024,70.49198568262213
DPrepA,hpso37b,32500.0,-1.0,0.004232846590218867,0.00023863537382530395,0.00023863537382530395,2.564437486111111e-06,0.0,0.0080455041740827,7.281413427565404e-06,0.0,1.3319344459358272e-06,0.0016930422600489462,1.667421611152869e-05,-1.0,0.00026678745778445904,0.3332024198393042,-1.0,0.0023260531475582527,-1.0,-1.0,-1.0,0.004232846590218867,0.0080455041740827,0.0016930422600489462
